"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.img_0_id","Answer.img_0_word_0","Answer.img_0_word_1","Answer.img_0_word_2","Answer.img_0_word_3","Answer.img_0_word_4","Answer.img_1_id","Answer.img_1_word_0","Answer.img_1_word_1","Answer.img_1_word_2","Answer.img_1_word_3","Answer.img_1_word_4","Answer.img_2_id","Answer.img_2_word_0","Answer.img_2_word_1","Answer.img_2_word_2","Answer.img_2_word_3","Answer.img_2_word_4","Answer.img_3_id","Answer.img_3_word_0","Answer.img_3_word_1","Answer.img_3_word_2","Answer.img_3_word_3","Answer.img_3_word_4","Answer.img_4_id","Answer.img_4_word_0","Answer.img_4_word_1","Answer.img_4_word_2","Answer.img_4_word_3","Answer.img_4_word_4","Answer.img_5_id","Answer.img_5_word_0","Answer.img_5_word_1","Answer.img_5_word_2","Answer.img_5_word_3","Answer.img_5_word_4","Answer.img_6_id","Answer.img_6_word_0","Answer.img_6_word_1","Answer.img_6_word_2","Answer.img_6_word_3","Answer.img_6_word_4","Answer.img_7_id","Answer.img_7_word_0","Answer.img_7_word_1","Answer.img_7_word_2","Answer.img_7_word_3","Answer.img_7_word_4","Answer.img_8_id","Answer.img_8_word_0","Answer.img_8_word_1","Answer.img_8_word_2","Answer.img_8_word_3","Answer.img_8_word_4","Answer.img_9_id","Answer.img_9_word_0","Answer.img_9_word_1","Answer.img_9_word_2","Answer.img_9_word_3","Answer.img_9_word_4","Answer.treatment_id","Approve","Reject"
"3APP19WN70D5L2JTSB3DYN8ZBY7G61","3IFS5X633DWGVYPT91WL05JNAY69KR","label pictures with words!","Fun, easy, big reward: we'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text fun easy big reward","$0.50","Fri Mar 28 18:14:30 GMT 2014","900","BatchId:1473055;","1200","1296000","Fri Apr 04 18:14:30 GMT 2014","","","3PIWWX1FJJ5TNJMVA2N7SO04CFMJJQ","A0784745QMLL9WSFGA6H","Submitted","Sun Mar 30 06:47:55 GMT 2014","Sun Mar 30 06:51:40 GMT 2014","Sun Apr 13 23:51:40 PDT 2014","","","","225","0% (0/0)","0% (0/0)","0% (0/0)","ingredients_0","almond","healthy","protein","brown","nut","ingredients_1","burger","fresh","seasoned","healthy","flour","ingredients_2","peppers","limes","tomatoes","green","onion","ingredients_3","flour","butter","chocolate","sugar","eggs","ingredients_4","vegetables","green","pepper","fresh","ginger","test_0","indian","red","fried","curry","pepper","test_1","italian","pizza","pasta","meatballs","calzone","test_2","fried","chinese","egg roll","brown","dumpling","test_3","sushi","japanese","fish","rice","avocado","test_4","soup","red","bread","seasoning","beef","4"
"3APP19WN70D5L2JTSB3DYN8ZBY7G61","3IFS5X633DWGVYPT91WL05JNAY69KR","label pictures with words!","Fun, easy, big reward: we'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text fun easy big reward","$0.50","Fri Mar 28 18:14:30 GMT 2014","900","BatchId:1473055;","1200","1296000","Fri Apr 04 18:14:30 GMT 2014","","","326O153BMIX89H0BM5Q5SASZ2J6EDR","A0987913304TQJJ683IBA","Submitted","Sat Mar 29 13:08:51 GMT 2014","Sat Mar 29 13:17:17 GMT 2014","Sun Apr 13 06:17:17 PDT 2014","","","","506","0% (0/0)","0% (0/0)","0% (0/0)","cultural_0","China","Dragon","Festival","Native","Colorful","cultural_1","Folk","Dance","Cultural","Festive","Costumes","cultural_2","Mexican","Sombrero","Music","Song","Joyous","cultural_3","Hunt","Horseback","Dogs","Nature","Pastime","cultural_4","Mustang","Show","Native","Daring","Cowboys","test_0","Indian","Native","Food","Cultural","Religious","test_1","Italian","Food","PIzza","Pasta","Wine","test_2","Food","Native","Dishes","Blintzes","Stuffed","test_3","Japanese","Food","Sushi","Native","Seafood","test_4","Russian","Matryoshka","Food","Borscht","Native","6"
"3APP19WN70D5L2JTSB3DYN8ZBY7G61","3IFS5X633DWGVYPT91WL05JNAY69KR","label pictures with words!","Fun, easy, big reward: we'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text fun easy big reward","$0.50","Fri Mar 28 18:14:30 GMT 2014","900","BatchId:1473055;","1200","1296000","Fri Apr 04 18:14:30 GMT 2014","","","386CSBG1OZLYLBB1L9DRGL7L43O6QQ","A10DGGOQ9N186P","Submitted","Sun Mar 30 05:48:55 GMT 2014","Sun Mar 30 05:56:43 GMT 2014","Sun Apr 13 22:56:43 PDT 2014","","","","468","0% (0/0)","0% (0/0)","0% (0/0)","cultural_0","bright","colorful","dragon","festival","china","cultural_1","russia","show","ballet","music","dance","cultural_2","mexico","mariachi","guitar","music","party","cultural_3","british","hunting","fox","hound","horse","cultural_4","cowboy","rodeo","bronco","leap","buck","test_0","India","food","curry","family","fun","test_1","dinner","salad","pasta","wine","family","test_2","chinese","dinner","egg rolls","soup","sea food","test_3","sushi","japan","shrimp","raw","vegetables","test_4","russia","soup","borscht","dolls","lunch","1"
"3APP19WN70D5L2JTSB3DYN8ZBY7G61","3IFS5X633DWGVYPT91WL05JNAY69KR","label pictures with words!","Fun, easy, big reward: we'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text fun easy big reward","$0.50","Fri Mar 28 18:14:30 GMT 2014","900","BatchId:1473055;","1200","1296000","Fri Apr 04 18:14:30 GMT 2014","","","33IZTU6J810NH6AAE0BMBYZ6JTZXSN","A10EEFN0OZB72L","Submitted","Sat Mar 29 19:47:34 GMT 2014","Sat Mar 29 19:51:54 GMT 2014","Sun Apr 13 12:51:54 PDT 2014","","","","260","0% (0/0)","0% (0/0)","0% (0/0)","cultural_0","chinese","dragon","parade","traditional","costumes","cultural_1","russian","traditional","dancing","spears","costumes","cultural_2","mexican","musical","guitars","costumes","traditional","cultural_3","traditional","british","animals","red coats","hunting","cultural_4","western","cowboys","rodeo","traditional","horse","test_0","indian","food","spices","traditional","religious","test_1","italian","food","wine","traditional","spaghetti","test_2","japanese","eggroll","traditional","dumplings","delicious","test_3","sushi","raw fish","colorful","japanese","traditional","test_4","russian","soup","traditional","dolls","bread","1"
"3APP19WN70D5L2JTSB3DYN8ZBY7G61","3IFS5X633DWGVYPT91WL05JNAY69KR","label pictures with words!","Fun, easy, big reward: we'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text fun easy big reward","$0.50","Fri Mar 28 18:14:30 GMT 2014","900","BatchId:1473055;","1200","1296000","Fri Apr 04 18:14:30 GMT 2014","","","32SCWG5HIH3DLZAMLWY2GGHBZ0H6P0","A10VSODCQEYZDJ","Submitted","Fri Mar 28 21:35:27 GMT 2014","Fri Mar 28 21:41:48 GMT 2014","Sat Apr 12 14:41:48 PDT 2014","","","","381","0% (0/0)","0% (0/0)","0% (0/0)","ingredients_0","Peanuts","Cashews","Filberts","Almonds","Hickory","ingredients_1","Beef","Buns","Onions","Garlic","Worcestershire","ingredients_2","Lime","Pepper","Garlic","Tomatillo","Onion","ingredients_3","Eggs","Butter","Sugar","Flour","Oil","ingredients_4","Green Beans","Potatoes","Salt","Garlic","Parsley","test_0","Curry","Nan","Shrimp","Chicken","Meat skewers","test_1","Wine","Pizza","Calzone","Tomatoes","Spaghetti","test_2","Wantons","Cabbage Roll","Eggs","Chicken Pieces","Pigs Feet","test_3","Sushi","Shrimpt","Roe","Lobster","Tofu","test_4","Toast","Sour Cream","Tomato Soup","Meat","Parsley","2"
"3APP19WN70D5L2JTSB3DYN8ZBY7G61","3IFS5X633DWGVYPT91WL05JNAY69KR","label pictures with words!","Fun, easy, big reward: we'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text fun easy big reward","$0.50","Fri Mar 28 18:14:30 GMT 2014","900","BatchId:1473055;","1200","1296000","Fri Apr 04 18:14:30 GMT 2014","","","3NLZY2D53POG4WE88DJT54PIUTRLQH","A10YEAVTO07UEF","Submitted","Sat Mar 29 03:19:09 GMT 2014","Sat Mar 29 03:25:25 GMT 2014","Sat Apr 12 20:25:25 PDT 2014","","","","376","0% (0/0)","0% (0/0)","0% (0/0)","cultural_0","celebration","new year","colorful","exciting","stunning","cultural_1","lively","athletic","bouncy","agile","happy","cultural_2","musical","animated","cheerful","traditional","twangy","cultural_3","dignified","enjoyable","rare","aristocratic","pleasant","cultural_4","wild","exciting","raucous","skillful","energetic","test_0","tasty","flavorful","spicy","filling","enjoyable","test_1","quiet","tasty","filling","delicious","enjoyable","test_2","varied","tasty","fried","steamed","different","test_3","raw","fishy","fresh","cold","spicy","test_4","soupy","subtle","spicy","satisfying","scrumptious","6"
"3APP19WN70D5L2JTSB3DYN8ZBY7G61","3IFS5X633DWGVYPT91WL05JNAY69KR","label pictures with words!","Fun, easy, big reward: we'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text fun easy big reward","$0.50","Fri Mar 28 18:14:30 GMT 2014","900","BatchId:1473055;","1200","1296000","Fri Apr 04 18:14:30 GMT 2014","","","386CSBG1OZLYLBB1L9DRGL7L41VQ6D","A1153ZIEQX0ZJ8","Submitted","Sat Mar 29 17:16:46 GMT 2014","Sat Mar 29 17:22:04 GMT 2014","Sun Apr 13 10:22:04 PDT 2014","","","","318","0% (0/0)","0% (0/0)","0% (0/0)","ambiguous_0","decandent","savory","appealing","scrumptious","delicious","ambiguous_1","filling","fresh","vibrant","citrusy","appealing","ambiguous_2","finesse","attractive","minimalist","savory","filling","ambiguous_3","fresh","bright","good","juicy","satisfying","ambiguous_4","homely","good","big","giant","huge","test_0","exotic","indian","spicy","appetizing","delicious","test_1","italian","good","fresh","delicious","variety","test_2","asian","decandent","warm","fresh","savory","test_3","fresh","sushi","delicious","attractive","satisfying","test_4","spicy","bright","rustic","good","nice","3"
"3APP19WN70D5L2JTSB3DYN8ZBY7G61","3IFS5X633DWGVYPT91WL05JNAY69KR","label pictures with words!","Fun, easy, big reward: we'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text fun easy big reward","$0.50","Fri Mar 28 18:14:30 GMT 2014","900","BatchId:1473055;","1200","1296000","Fri Apr 04 18:14:30 GMT 2014","","","3HL8HNGX450OC5NQ5059OWU9NV09F9","A117JVC9HBP0QL","Submitted","Fri Mar 28 21:23:16 GMT 2014","Fri Mar 28 21:26:03 GMT 2014","Sat Apr 12 14:26:03 PDT 2014","","","","167","0% (0/0)","0% (0/0)","0% (0/0)","cultural_0","dragon","festival","people","culture","color","cultural_1","theatre","culture","dance","men","blue","cultural_2","hat","music","people","men","guitar","cultural_3","horse","dogs","red","sport","hunt","cultural_4","cowboy","rodeo","horse","hat","arena","test_0","ganesh","feast","food","festival","culture","test_1","italian","pizza","wine","tablecloth","food","test_2","food","oriental","dumpling","brown","steamed","test_3","sushi","fish","red","beautiful","food","test_4","russian","soup","red","doll","bread","1"
"3APP19WN70D5L2JTSB3DYN8ZBY7G61","3IFS5X633DWGVYPT91WL05JNAY69KR","label pictures with words!","Fun, easy, big reward: we'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text fun easy big reward","$0.50","Fri Mar 28 18:14:30 GMT 2014","900","BatchId:1473055;","1200","1296000","Fri Apr 04 18:14:30 GMT 2014","","","3NXNZ5RS1AWBXC8KNH7X04HSPDR97R","A11J5JF5KLFEG2","Submitted","Sun Mar 30 01:19:38 GMT 2014","Sun Mar 30 01:26:22 GMT 2014","Sun Apr 13 18:26:22 PDT 2014","","","","404","0% (0/0)","0% (0/0)","0% (0/0)","ambiguous_0","spicy","hearty","filling","tasty","healthy","ambiguous_1","filling","healthy","italian","colorful","exotic","ambiguous_2","fancy","expensive","ecclectic","healthy","fishy","ambiguous_3","cheesy","colorful","tasty","flavorful","filling","ambiguous_4","simple","bland","cheap","inexpensive","filling","test_0","religious","spicy","ecclectic","honorable","bountiful","test_1","spicy","italian","variety","tasty","filling","test_2","chinese","fried","crunchy","flavorful","bountiful","test_3","seafood","fishy","fancy","japanese","filling","test_4","russian","beets","simple","hot","filling","0"
"3APP19WN70D5L2JTSB3DYN8ZBY7G61","3IFS5X633DWGVYPT91WL05JNAY69KR","label pictures with words!","Fun, easy, big reward: we'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text fun easy big reward","$0.50","Fri Mar 28 18:14:30 GMT 2014","900","BatchId:1473055;","1200","1296000","Fri Apr 04 18:14:30 GMT 2014","","","369J354OFD978MHNID8FM73JYC7G6P","A11PP7DZVCTOYT","Submitted","Sat Mar 29 09:00:32 GMT 2014","Sat Mar 29 09:17:08 GMT 2014","Sun Apr 13 02:17:08 PDT 2014","","","","996","0% (0/0)","0% (0/0)","0% (0/0)","ingredients_0","cashew nuts","peanuts","almond","roasted peanuts","mixture of nuts","ingredients_1","bread","meat","soybean sauce","ghee","baking powder","ingredients_2","lemon","green tomato","green chilli","garlic","onion","ingredients_3","egg","cheese slice","milk","water","salt","ingredients_4","onion","green chilli","coriander leaf","green tomato","water","test_0","samosa","rice","chutney","vegetable mix","carrot halwa","test_1","wine","american chopsuey","pissa","vegetable salad","bread roll","test_2","maida roll","wheat roll","samosa","candy","leaf appam","test_3","prawn","cheese","vegetables","fish","small salmon","test_4","cake","tomato","doll","curry","sandwich","2"
